Player Name,Turned Pro,Plays,height,weight (lbs),Birthdate
marco-chiudinelli,2000,"Right-Handed,Two-HandedBackhand",(185cm),187,(1981.09.10)
di-wu,2009,"Right-Handed,Two-HandedBackhand",(173cm),143,(1991.09.14)
yan-bai,"
","Right-Handed,Two-HandedBackhand",(185cm),176,(1989.05.21)
alessandro-giannessi,2008,"Left-Handed,Two-HandedBackhand",(185cm),180,(1990.05.30)
amir-weintraub,2005,"Right-Handed,One-HandedBackhand",(185cm),176,(1986.09.16)
noah-rubin,2015,"Right-Handed,Two-HandedBackhand",(175cm),155,(1996.02.21)
thiago-monteiro,2011,"Left-Handed,Two-HandedBackhand",(183cm),172,(1994.05.31)
tommy-paul,2015,"Right-Handed,Two-HandedBackhand",(185cm),180,(1997.05.17)
pedja-krstin,2012,"Right-Handed,Two-HandedBackhand",(183cm),176,(1994.09.03)
arthur-de-greef,2010,"Right-Handed,Two-HandedBackhand",(183cm),161,(1992.03.27)
gonzalo-lama,2011,"Right-Handed,Two-HandedBackhand",(180cm),181,(1993.04.27)
stefan-kozlov,2013,"Right-Handed,Two-HandedBackhand",(183cm),174,(1998.02.01)
ramkumar-ramanathan,2009,"Right-Handed,Two-HandedBackhand",(188cm),178,(1994.11.08)
marko-tepavac,"
","Right-Handed,Two-HandedBackhand",(193cm),198,(1994.04.05)
miljan-zekic,"
","Right-Handed,Two-HandedBackhand",(185cm),174,(1988.07.12)
steven-diez,2009,"Right-Handed,Two-HandedBackhand",(175cm),167,(1991.03.17)
duckhee-lee,2013,"Right-Handed,Two-HandedBackhand",(175cm),165,(1998.05.29)
matthew-barton,2009,"Right-Handed,Two-HandedBackhand",(191cm),187,(1991.12.18)
enrique-lopez-perez,2009,"Right-Handed,Two-HandedBackhand",(180cm),168,(1991.06.03)
gregoire-barrere,2012,"Right-Handed,Two-HandedBackhand",(183cm),176,(1994.02.16)
constant-lestienne,2012,"Right-Handed,Two-HandedBackhand",(180cm),170,(1992.05.23)
daniil-medvedev,2014,"Right-Handed,Two-HandedBackhand",(198cm),182,(1996.02.11)
ilya-ivashka,2013,"Right-Handed,Two-HandedBackhand",(193cm),191,(1994.02.24)
federico-gaio,2009,"Right-Handed,One-HandedBackhand",(178cm),187,(1992.03.05)
andrew-whittington,"
","Right-Handed,Two-HandedBackhand",(188cm),181,(1993.08.11)
marcelo-arevalo,2012,"Right-Handed,Two-HandedBackhand",(193cm),190,(1990.10.17)
jan-satral,2010,"Right-Handed,Two-HandedBackhand",(185cm),184,(1990.07.24)
ernesto-escobedo,2014,"Right-Handed,Two-HandedBackhand",(185cm),180,(1996.07.04)
maximilian-marterer,2015,"Left-Handed,Two-HandedBackhand",(188cm),171,(1995.06.15)
joris-de-loore,2011,"Right-Handed,Two-HandedBackhand",(191cm),190,(1993.04.21)
mohamed-safwat,2008,"Right-Handed,Two-HandedBackhand",(180cm),182,(1990.09.19)
janko-tipsarevic,2002,"Right-Handed,Two-HandedBackhand",(180cm),176,(1984.06.22)
pedro-sousa,2007,"Right-Handed,Two-HandedBackhand",(180cm),154,(1988.05.27)
lorenzo-giustino,2007,"Right-Handed,Two-HandedBackhand",(180cm),176,(1991.09.10)
stefanos-tsitsipas,2016,"Right-Handed,One-HandedBackhand",(193cm),198,(1998.08.12)
cristian-garin,2011,"Right-Handed,Two-HandedBackhand",(185cm),187,(1996.05.30)
michael-mmoh,2016,"Right-Handed,Two-HandedBackhand",(188cm),198,(1998.01.10)
stefano-napolitano,2012,"Right-Handed,Two-HandedBackhand",(196cm),198,(1995.04.11)
tennys-sandgren,2011,"Right-Handed,Two-HandedBackhand",(188cm),195,(1991.07.22)
reilly-opelka,2015,"Right-Handed,Two-HandedBackhand",(211cm),225,(1997.08.28)
jeremy-jahn,"
","Right-Handed,One-HandedBackhand",(178cm),161,(1990.04.05)
alexander-bublik,2016,"Right-Handed,Two-HandedBackhand",(196cm),180,(1997.06.17)
nikola-milojevic,2013,"Right-Handed,Two-HandedBackhand",(188cm),168,(1995.06.19)
yasutaka-uchiyama,2011,"Right-Handed,Two-HandedBackhand",(183cm),172,(1992.08.05)
casper-ruud,2015,"Right-Handed,Two-HandedBackhand",(183cm),178,(1998.12.22)
akira-santillan,2013,"Right-Handed,One-HandedBackhand",(180cm),172,(1997.05.22)
dmitry-popko,2011,"Right-Handed,Two-HandedBackhand",(191cm),192,(1996.10.24)
mitchell-krueger,2012,"Right-Handed,Two-HandedBackhand",(188cm),180,(1994.01.12)
salvatore-caruso,2010,"Right-Handed,Two-HandedBackhand",(185cm),176,(1992.12.15)
marc-polmans,2015,"Right-Handed,Two-HandedBackhand",(188cm),172,(1997.05.02)
denis-shapovalov,2017,"Left-Handed,One-HandedBackhand",(185cm),165,(1999.04.15)
vaclav-safranek,2012,"Right-Handed,Two-HandedBackhand",(183cm),180,(1994.05.20)
oscar-otte,2011,"Right-Handed,Two-HandedBackhand",(193cm),174,(1993.07.16)
soonwoo-kwon,2015,"Right-Handed,Two-HandedBackhand",(180cm),159,(1997.12.02)
yannick-hanfmann,2015,"Right-Handed,Two-HandedBackhand",(193cm),190,(1991.11.13)
cedrik-marcel-stebe,2010,"Left-Handed,Two-HandedBackhand",(180cm),154,(1990.10.09)
attila-balazs,2006,"Right-Handed,Two-HandedBackhand",(180cm),172,(1988.09.27)
sebastian-ofner,2015,"Right-Handed,Two-HandedBackhand",(191cm),179,(1996.05.12)
benjamin-bonzi,2015,"Right-Handed,Two-HandedBackhand",(183cm),180,(1996.06.09)
yannick-maden,2013,"Right-Handed,Two-HandedBackhand",(185cm),155,(1989.10.28)
gleb-sakharov,2005,"Right-Handed,Two-HandedBackhand",(185cm),176,(1988.06.10)
matteo-berrettini,2015,"Right-Handed,Two-HandedBackhand",(196cm),209,(1996.04.12)
alexey-vatutin,"
","Right-Handed,Two-HandedBackhand",(178cm),152,(1992.10.27)
brayden-schnur,2016,"Right-Handed,Two-HandedBackhand",(193cm),186,(1995.07.04)
alex-de-minaur,2015,"Right-Handed,Two-HandedBackhand",(183cm),152,(1999.02.17)
cameron-norrie,2017,"Left-Handed,Two-HandedBackhand",(188cm),181,(1995.08.23)
mackenzie-mcdonald,2016,"Right-Handed,Two-HandedBackhand",(178cm),160,(1995.04.16)
jaume-munar,2014,"Right-Handed,Two-HandedBackhand",(183cm),168,(1997.05.05)
ricardo-ojeda-lara,2010,"Right-Handed,Two-HandedBackhand",(178cm),165,(1993.01.26)
felix-auger-aliassime,2017,"Right-Handed,Two-HandedBackhand",(193cm),194,(2000.08.08)
carlos-taberner,2015,"Right-Handed,Two-HandedBackhand",(183cm),172,(1997.08.08)
lloyd-harris,2015,"Right-Handed,Two-HandedBackhand",(193cm),176,(1997.02.24)
corentin-moutet,2016,"Left-Handed,Two-HandedBackhand",(180cm),156,(1999.04.19)
evan-king,2013,"Left-Handed,Two-HandedBackhand",(185cm),175,(1992.03.25)
kamil-majchrzak,2013,"Right-Handed,Two-HandedBackhand",(180cm),173,(1996.01.13)
filip-peliwo,2013,"Right-Handed,Two-HandedBackhand",(180cm),167,(1994.01.30)
viktor-galovic,2011,"Right-Handed,Two-HandedBackhand",(193cm),194,(1990.09.19)
goncalo-oliveira,2012,"Left-Handed,Two-HandedBackhand",(185cm),174,(1995.02.17)
mats-moraing,2013,"Left-Handed,Two-HandedBackhand",(198cm),185,(1992.06.20)
kevin-king,2013,"Left-Handed,Two-HandedBackhand",(191cm),190,(1991.02.28)
lorenzo-sonego,2013,"Right-Handed,Two-HandedBackhand",(191cm),168,(1995.05.11)
hubert-hurkacz,2015,"Right-Handed,Two-HandedBackhand",(196cm),179,(1997.02.11)
miomir-kecmanovic,2017,"Right-Handed,Two-HandedBackhand",(183cm),165,(1999.08.31)
nicola-kuhn,2015,"Right-Handed,Two-HandedBackhand",(185cm),176,(2000.03.20)
hugo-dellien,2009,"Right-Handed,Two-HandedBackhand",(180cm),165,(1993.06.16)
prajnesh-gunneswaran,2010,"Left-Handed,Two-HandedBackhand",(188cm),176,(1989.11.12)
nino-serdarusic,2014,"Right-Handed,Two-HandedBackhand",(191cm),187,(1996.12.13)
christopher-eubanks,2017,"Right-Handed,One-HandedBackhand",(201cm),180,(1996.05.05)
juan-ignacio-londero,2010,"Right-Handed,Two-HandedBackhand",(180cm),154,(1993.08.15)
gianluigi-quinzi,2010,"Left-Handed,Two-HandedBackhand",(191cm),185,(1996.02.01)
pedro-martinez,2016,"Right-Handed,Two-HandedBackhand",(185cm),168,(1997.04.26)
daniel-elahi-galan,2015,"Right-Handed,Two-HandedBackhand",(191cm),159,(1996.06.18)
christian-harrison,2007,"Right-Handed,Two-HandedBackhand",(180cm),170,(1994.05.29)
tallon-griekspoor,2015,"Right-Handed,Two-HandedBackhand",(188cm),187,(1996.07.02)
ugo-humbert,2016,"Left-Handed,Two-HandedBackhand",(188cm),160,(1998.06.26)
filip-horansky,2012,"Right-Handed,Two-HandedBackhand",(191cm),170,(1993.01.07)
jay-clarke,2016,"Right-Handed,Two-HandedBackhand",(183cm),184,(1998.07.27)
dominik-koepfer,2016,"Left-Handed,Two-HandedBackhand",(180cm),175,(1994.04.29)
alexei-popyrin,2017,"Right-Handed,Two-HandedBackhand",(196cm),172,(1999.08.05)
antoine-hoang,2016,"Right-Handed,Two-HandedBackhand",(183cm),168,(1995.11.04)
rudolf-molleker,2017,"Right-Handed,Two-HandedBackhand",(188cm),180,(2000.10.26)
roberto-quiroz,2014,"Left-Handed,Two-HandedBackhand",(193cm),193,(1992.02.23)
yosuke-watanuki,2016,"Right-Handed,Two-HandedBackhand",(180cm),154,(1998.04.12)
filippo-baldi,2012,"Right-Handed,Two-HandedBackhand",(180cm),176,(1996.01.10)
maxime-janvier,2014,"Right-Handed,Two-HandedBackhand",(196cm),187,(1996.10.18)
jurij-rodionov,2017,"Left-Handed,Two-HandedBackhand",(191cm),184,(1999.05.16)
mikael-ymer,2015,"Right-Handed,Two-HandedBackhand",(183cm),165,(1998.09.09)
gianluca-mager,2013,"Right-Handed,Two-HandedBackhand",(188cm),170,(1994.12.01)
marcos-giron,2014,"Right-Handed,Two-HandedBackhand",(180cm),170,(1993.07.24)
emilio-gomez,2013,"Right-Handed,Two-HandedBackhand",(185cm),179,(1991.11.28)
alejandro-davidovich-fokina,2017,"Right-Handed,Two-HandedBackhand",(183cm),173,(1999.06.05)
federico-coria,2010,"Right-Handed,Two-HandedBackhand",(180cm),161,(1992.03.09)
mikael-torpegaard,2018,"Right-Handed,Two-HandedBackhand",(193cm),185,(1994.05.08)
enzo-couacaud,2013,"Right-Handed,Two-HandedBackhand",(183cm),172,(1995.03.01)
jannik-sinner,2018,"Right-Handed,Two-HandedBackhand",(188cm),167,(2001.08.16)
sumit-nagal,2015,"Right-Handed,Two-HandedBackhand",(178cm),152,(1997.08.16)
emil-ruusuvuori,2018,"Right-Handed,Two-HandedBackhand",(188cm),174,(1999.04.02)
joao-menezes,2014,"Right-Handed,Two-HandedBackhand",(185cm),185,(1996.12.17)
mario-vilella-martinez,"
","Right-Handed,Two-HandedBackhand",(178cm),163,(1995.07.03)
andrew-harris,"
","Right-Handed,One-HandedBackhand",(183cm),179,(1994.03.07)
danilo-petrovic,"
","Right-Handed,Two-HandedBackhand",(203cm),190,(1992.01.24)
facundo-mena,"
","Right-Handed,Two-HandedBackhand",(183cm),178,(1992.09.22)
christopher-o'connell,2011,"Right-Handed,One-HandedBackhand",(183cm),172,(1994.06.03)
zhizhen-zhang,2012,"Right-Handed,Two-HandedBackhand",(193cm),192,(1996.10.16)
thai-son-kwiatkowski,2017,"Right-Handed,Two-HandedBackhand",(188cm),179,(1995.02.13)
juan-pablo-varillas,2013,"Right-Handed,Two-HandedBackhand",(185cm),170,(1995.10.06)
andrea-collarini,2010,"Left-Handed,Two-HandedBackhand",(183cm),171,(1992.01.31)
zhe-li,2004,"Right-Handed,Two-HandedBackhand",(183cm),176,(1986.09.20)
maxime-cressy,2019,"Right-Handed,Two-HandedBackhand",(201cm),187,(1997.05.08)
botic-van-de-zandschulp,2016,"Right-Handed,Two-HandedBackhand",(191cm),187,(1995.10.04)
frederico-ferreira-silva,2013,"Left-Handed,Two-HandedBackhand",(178cm),163,(1995.03.18)
j.j.-wolf,2019,"Right-Handed,Two-HandedBackhand",(183cm),170,(1998.12.21)
roman-safiullin,2015,"Right-Handed,Two-HandedBackhand",(185cm),165,(1997.08.07)
alejandro-tabilo,2015,"Left-Handed,Two-HandedBackhand",(188cm),165,(1997.06.02)
bernabe-zapata-miralles,2015,"Right-Handed,Two-HandedBackhand",(183cm),174,(1997.01.12)
cem-ilkel,2013,"Right-Handed,Two-HandedBackhand",(185cm),179,(1995.08.21)
elliot-benchetrit,2016,"Right-Handed,Two-HandedBackhand",(193cm),194,(1998.10.02)
thiago-seyboth-wild,2018,"Right-Handed,Two-HandedBackhand",(185cm),176,(2000.03.10)
juan-pablo-ficovich,2015,"Right-Handed,Two-HandedBackhand",(188cm),173,(1997.01.24)
aleksandar-vukic,2018,"Right-Handed,Two-HandedBackhand",(188cm),187,(1996.04.06)
carlos-alcaraz,2018,"Right-Handed,Two-HandedBackhand",(183cm),163,(2003.05.05)
arthur-rinderknech,2018,"Right-Handed,Two-HandedBackhand",(196cm),193,(1995.07.23)
daniel-altmaier,2014,"Right-Handed,One-HandedBackhand",(188cm),176,(1998.09.12)
brandon-nakashima,2019,"Right-Handed,Two-HandedBackhand",(188cm),183,(2001.08.03)
marc-andrea-huesler,2016,"Left-Handed,Two-HandedBackhand",(196cm),189,(1996.06.24)
lorenzo-musetti,2019,"Right-Handed,One-HandedBackhand",(185cm),172,(2002.03.03)
hugo-gaston,2018,"Left-Handed,Two-HandedBackhand",(173cm),149,(2000.09.26)
tomas-machac,2017,"Right-Handed,Two-HandedBackhand",(183cm),163,(2000.10.13)
francisco-cerundolo,2018,"Right-Handed,Two-HandedBackhand",(185cm),176,(1998.08.13)
jenson-brooksby,2021,"Right-Handed,Two-HandedBackhand",(193cm),183,(2000.10.26)
alexandre-muller,2014,"Right-Handed,Two-HandedBackhand",(183cm),165,(1997.02.01)
sebastian-korda,2018,"Right-Handed,Two-HandedBackhand",(196cm),180,(2000.07.05)
juan-manuel-cerundolo,2018,"Left-Handed,Two-HandedBackhand",(183cm),167,(2001.11.15)
kacper-zuk,2016,"Right-Handed,Two-HandedBackhand",(183cm),169,(1999.01.21)
sebastian-baez,2018,"Right-Handed,Two-HandedBackhand",(170cm),154,(2000.12.28)
alex-molcan,2015,"Left-Handed,Two-HandedBackhand",(178cm),160,(1997.12.01)
tomas-martin-etcheverry,2017,"Right-Handed,Two-HandedBackhand",(196cm),180,(1999.07.18)
tomas-barrios-vera,2019,"Right-Handed,Two-HandedBackhand",(191cm),194,(1997.12.10)
altug-celikbilek,2015,"Right-Handed,Two-HandedBackhand",(183cm),162,(1996.09.07)
zizou-bergs,2018,"Right-Handed,Two-HandedBackhand",(185cm),187,(1999.06.03)
max-purcell,2016,"Right-Handed,Two-HandedBackhand",(185cm),176,(1998.04.03)
hugo-grenier,2013,"Right-Handed,Two-HandedBackhand",(196cm),187,(1996.03.23)
dimitar-kuzmanov,2009,"Right-Handed,Two-HandedBackhand",(183cm),170,(1993.07.28)
gian-marco-moroni,2018,"Right-Handed,One-HandedBackhand",(185cm),179,(1998.02.13)
jiri-lehecka,2020,"Right-Handed,Two-HandedBackhand",(185cm),179,(2001.11.08)
zdenek-kolar,2014,"Right-Handed,Two-HandedBackhand",(183cm),174,(1996.10.09)
holger-rune,2020,"Right-Handed,Two-HandedBackhand",(188cm),169,(2003.04.29)
felipe-meligeni-alves,2016,"Right-Handed,Two-HandedBackhand",(185cm),182,(1998.02.19)
flavio-cobolli,2020,"Right-Handed,Two-HandedBackhand",(173cm),156,(2002.05.06)
vit-kopriva,2015,"Right-Handed,Two-HandedBackhand",(178cm),152,(1997.06.15)
chun-hsin-tseng,2019,"Right-Handed,Two-HandedBackhand",(175cm),143,(2001.08.08)
camilo-ugo-carabelli,2016,"Right-Handed,Two-HandedBackhand",(185cm),182,(1999.06.17)
nuno-borges,2019,"Right-Handed,Two-HandedBackhand",(185cm),171,(1997.02.19)
franco-agamenone,2010,"Right-Handed,Two-HandedBackhand",(191cm),176,(1993.04.15)
pavel-kotov,2016,"Right-Handed,Two-HandedBackhand",(191cm),196,(1998.11.18)
daniel-masur,2013,"Right-Handed,Two-HandedBackhand",(183cm),172,(1994.11.06)
dominic-stricker,2020,"Left-Handed,Two-HandedBackhand",(183cm),176,(2002.08.16)
jesper-de-jong,"
","Right-Handed,Two-HandedBackhand",(180cm),154,(2000.05.31)
tim-van-rijthoven,2015,"Right-Handed,One-HandedBackhand",(188cm),195,(1997.04.24)
jack-draper,2018,"Left-Handed,Two-HandedBackhand",(193cm),187,(2001.12.22)
manuel-guinard,2016,"Right-Handed,Two-HandedBackhand",(198cm),181,(1995.11.15)
timofey-skatov,2019,"Right-Handed,Two-HandedBackhand",(175cm),159,(2001.01.21)
thiago-agustin-tirante,2016,"Right-Handed,Two-HandedBackhand",(185cm),178,(2001.04.10)
andrea-pellegrino,2016,"Right-Handed,Two-HandedBackhand",(185cm),179,(1997.03.23)
luca-nardi,"
","Right-Handed,Two-HandedBackhand",(185cm),176,(2003.08.06)
zsombor-piros,2016,"Right-Handed,Two-HandedBackhand",(180cm),150,(1999.10.13)
dalibor-svrcina,"
","Right-Handed,Two-HandedBackhand",(178cm),149,(2002.10.02)
ryan-peniston,"
","Left-Handed,Two-HandedBackhand",(180cm),165,(1995.11.10)
geoffrey-blancaneaux,2016,"Right-Handed,Two-HandedBackhand",(180cm),165,(1998.08.08)
borna-gojo,2020,"Right-Handed,Two-HandedBackhand",(196cm),198,(1998.02.27)
santiago-rodriguez-taverna,2016,"Right-Handed,Two-HandedBackhand",(191cm),181,(1999.07.16)
giulio-zeppieri,2019,"Left-Handed,Two-HandedBackhand",(183cm),180,(2001.12.07)
alexander-ritschard,2018,"Right-Handed,Two-HandedBackhand",(193cm),180,(1994.03.24)
riccardo-bonadio,"
","Right-Handed,One-HandedBackhand",(180cm),173,(1993.07.13)
filip-misolic,2019,"Right-Handed,Two-HandedBackhand",(180cm),165,(2001.08.08)
tung-lin-wu,2016,"Right-Handed,Two-HandedBackhand",(188cm),179,(1998.05.12)
alexander-shevchenko,2018,"Right-Handed,Two-HandedBackhand",(185cm),165,(2000.11.29)
francesco-passaro,2019,"Right-Handed,Two-HandedBackhand",(180cm),178,(2001.01.07)
gijs-brouwer,2016,"Left-Handed,Two-HandedBackhand",(191cm),161,(1996.03.14)
antoine-escoffier,"
","Right-Handed,Two-HandedBackhand",(185cm),173,(1992.02.29)
luciano-darderi,"
","Right-Handed,Two-HandedBackhand",(183cm),180,(2002.02.14)
andrea-vavassori,2014,"Right-Handed,One-HandedBackhand",(191cm),176,(1995.05.05)
emilio-nava,2018,"Right-Handed,Two-HandedBackhand",(185cm),174,(2001.12.02)
antoine-bellier,2014,"Left-Handed,One-HandedBackhand",(196cm),184,(1996.10.18)
matteo-arnaldi,2019,"Right-Handed,Two-HandedBackhand",(185cm),157,(2001.02.22)
yibing-wu,2017,"Right-Handed,Two-HandedBackhand",(183cm),176,(1999.10.14)
rinky-hijikata,2021,"Right-Handed,Two-HandedBackhand",(178cm),159,(2001.02.23)
ben-shelton,2022,"Left-Handed,Two-HandedBackhand",(193cm),195,(2002.10.09)
jelle-sels,"
","Right-Handed,One-HandedBackhand",(188cm),183,(1995.08.10)
fabian-marozsan,2017,"Right-Handed,Two-HandedBackhand",(193cm),165,(1999.10.08)
paul-jubb,2020,"Right-Handed,Two-HandedBackhand",(180cm),158,(1999.10.31)
francesco-maestrelli,2020,"Right-Handed,Two-HandedBackhand",(196cm),172,(2002.12.21)
juncheng--shang,2021,"Left-Handed,Two-HandedBackhand",(180cm),162,(2005.02.02)
raul-brancaccio,"
","Right-Handed,Two-HandedBackhand",(185cm),162,(1997.05.04)
nerman-fatic,2014,"Right-Handed,Two-HandedBackhand",(191cm),193,(1994.10.24)
aleksandar-kovacevic,2021,"Right-Handed,One-HandedBackhand",(183cm),174,(1998.08.29)
matheus-pucinelli-de-almeida,"
","Right-Handed,Two-HandedBackhand",(183cm),171,(2001.04.01)
evan-furness,"
","Right-Handed,Two-HandedBackhand",(173cm),145,(1998.08.13)
laurent-lokoli,"
","Right-Handed,Two-HandedBackhand",(188cm),171,(1994.10.18)
lukas-klein,"
","Right-Handed,UnknownBackhand",(193cm),187,(1998.03.22)
facundo-diaz-acosta,2018,"Left-Handed,Two-HandedBackhand",(183cm),165,(2000.12.15)
mattia-bellucci,"
","Left-Handed,Two-HandedBackhand",(178cm),158,(2001.06.01)
li-tu,"
","Right-Handed,One-HandedBackhand",(180cm),182,(1996.05.27)
luca-van-assche,2021,"Right-Handed,Two-HandedBackhand",(178cm),158,(2004.05.11)
otto-virtanen,2018,"Right-Handed,Two-HandedBackhand",(193cm),180,(2001.06.21)
genaro-alberto-olivieri,2016,"Right-Handed,Two-HandedBackhand",(175cm),161,(1998.08.04)
adrian-andreev,2016,"Right-Handed,Two-HandedBackhand",(180cm),145,(2001.05.12)
arthur-fils,2021,"Right-Handed,Two-HandedBackhand",(185cm),182,(2004.06.12)
oleksii-krutykh,"
","Right-Handed,Two-HandedBackhand",(185cm),173,(2000.03.10)
leandro-riedi,"
","Right-Handed,Two-HandedBackhand",(191cm),171,(2002.01.27)
yu-hsiou-hsu,2016,"Right-Handed,Two-HandedBackhand",(178cm),165,(1999.04.02)
brandon-holt,2020,"Right-Handed,Two-HandedBackhand",(185cm),180,(1998.04.06)
matteo-gigante,"
","Left-Handed,Two-HandedBackhand",(180cm),149,(2002.01.04)
hamad-medjedovic,2021,"Right-Handed,Two-HandedBackhand",(188cm),190,(2003.07.18)
nicolas-moreno-de-alboran,2019,"Right-Handed,Two-HandedBackhand",(185cm),180,(1997.07.14)
gabriel-diallo,2023,"Right-Handed,Two-HandedBackhand",(203cm),198,(2001.09.24)
ivan-gakhov,"
","Left-Handed,Two-HandedBackhand",(191cm),182,(1996.11.04)
jan-choinski,"
","Right-Handed,Two-HandedBackhand",(196cm),193,(1996.06.10)
yunchaokete-bu,"
","Right-Handed,Two-HandedBackhand",(185cm),181,(2002.01.19)
harold-mayot,2020,"Right-Handed,Two-HandedBackhand",(178cm),171,(2002.02.04)
arthur-cazaux,2020,"Right-Handed,Two-HandedBackhand",(183cm),162,(2002.08.23)
seongchan-hong,"
","Right-Handed,Two-HandedBackhand",(175cm),143,(1997.06.30)
sho-shimabukuro,2016,"Right-Handed,Two-HandedBackhand",(180cm),173,(1997.07.30)
francisco-comesana,"
","Right-Handed,Two-HandedBackhand",(178cm),158,(2000.10.06)
nicholas-david-ionel,"
","Right-Handed,Two-HandedBackhand",(185cm),160,(2002.10.12)
mariano-navone,"
","Right-Handed,Two-HandedBackhand",(178cm),160,(2001.02.27)
shintaro-mochizuki,2019,"Right-Handed,Two-HandedBackhand",(175cm),154,(2003.06.02)
vitaliy-sachko,"
","Right-Handed,Two-HandedBackhand",(188cm),162,(1997.07.14)
pablo-llamas-ruiz,"
","Right-Handed,Two-HandedBackhand",(188cm),176,(2002.10.13)
dragos-nicolae-madaras,"
","Left-Handed,Two-HandedBackhand",(191cm),187,(1997.09.12)
alex-michelsen,2023,"Right-Handed,Two-HandedBackhand",(193cm),175,(2004.08.25)
titouan-droguet,2018,"Right-Handed,Two-HandedBackhand",(191cm),176,(2001.06.15)
jakub-mensik,2022,"Right-Handed,Two-HandedBackhand",(193cm),184,(2005.09.01)
benjamin-hassan,"
","Right-Handed,Two-HandedBackhand",(183cm),187,(1995.02.04)
dino-prizmic,"
","Right-Handed,Two-HandedBackhand",(188cm),176,(2005.08.05)
alexis-galarneau,"
","Right-Handed,Two-HandedBackhand",(180cm),175,(1999.03.02)
gauthier-onclin,"
","Right-Handed,Two-HandedBackhand",(180cm),169,(2001.02.26)
adam-walton,"
","Right-Handed,Two-HandedBackhand",(183cm),170,(1999.04.17)
terence-atmane,"
","Left-Handed,Two-HandedBackhand",(193cm),176,(2002.01.09)
zachary-svajda,2019,"Right-Handed,Two-HandedBackhand",(175cm),145,(2002.11.29)
ugo-blanchet,"
","Right-Handed,Two-HandedBackhand",(175cm),149,(1999.01.05)
daniel-rincon,"
","Left-Handed,Two-HandedBackhand",(185cm),187,(2003.01.07)
duje-ajdukovic,2018,"Right-Handed,Two-HandedBackhand",(188cm),171,(2001.02.05)
giovanni-mpetshi-perricard,2021,"Right-Handed,One-HandedBackhand",(203cm),216,(2003.07.08)
